"Provider Number","Facility Name",County,"Profit or Non-Profit","Chain Organization","# of Dialysis Stations","Percent of Adult HD patients with Kt/V >= 1.2","Number of adult HD patients with KT/V data","Number of patients included in the transfusion summary","Number of patients in hypercalcemia summary","Number of patient-months in hypercalcemia summary","Number of patients in Serum phosphorus summary","Number of patient-months in Serum phosphorus summary","Number of patients included in hospitalization summary","No. of hospitalization with hospital readmission summary","Number of Patients included in survival summary","Number of Patients included in fistula summary","Number of patients in long term catheter summary","Number of patient months in long term catheter summary","Number of patients in nPCR summary","Number of patient-months in nPCR summary","PPPW category text","Patient Transfusion category text","Fistula Category Text","Patient Infection category text","Patient Hospital Readmission Category","Patient Survival Category Text","Patient hospitalization category text"
12634,"FMC FOLEY",BALDWIN,Profit,"FRESENIUS MEDICAL CARE",16,99,60,49,68,584,74,621,55,70,201,73,73,621,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12636,"FMC JAGUAR",MOBILE,Profit,"FRESENIUS MEDICAL CARE",26,93,114,78,114,1124,122,1147,87,118,371,122,122,1161,0,0,"As Expected","As Expected","Worse than Expected","As Expected","As Expected","As Expected","As Expected"
12637,"DCI HIGHLAND PARK",MONTGOMERY,Non-Profit,"DIALYSIS CLINIC, INC.",15,90,76,58,79,725,79,726,61,86,277,81,81,744,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
12638,"FMC HOOVER",JEFFERSON,Profit,"FRESENIUS MEDICAL CARE",12,99,64,47,65,593,66,605,55,60,173,66,66,602,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
12639,"FMC MONTEVALLO",SHELBY,Profit,"FRESENIUS MEDICAL CARE",10,98,40,25,41,367,46,393,26,25,109,46,46,395,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12640,"DAVITA PICKENS COUNTY DIALYSIS",PICKENS,Profit,DAVITA,14,98,71,59,71,669,74,708,61,60,207,74,74,693,0,0,"As Expected","As Expected","Worse than Expected","As Expected","As Expected","As Expected","As Expected"
12641,"DCI EVERGREEN",CONECUH,Non-Profit,"DIALYSIS CLINIC, INC.",10,97,21,15,21,211,21,211,19,21,103,21,21,213,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12642,"DAVITA ENTERPRISE DIALYSIS",COFFEE,Profit,DAVITA,16,99,49,36,49,397,48,406,39,30,167,50,50,413,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12643,"ENDEAVOR DIALYSIS",MADISON,Profit,"FRESENIUS MEDICAL CARE",15,99,71,53,77,753,76,769,57,55,265,77,77,779,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12644,"DAVITA JEWEL DIALYSIS",JEFFERSON,Profit,DAVITA,10,99,40,27,41,414,41,414,31,18,127,41,41,415,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12645,"RENAL TREATMENT CENTERS- SOUTHEAST, LP",JEFFERSON,Profit,DAVITA,18,99,85,62,87,879,89,885,65,46,262,90,90,888,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12646,"DAVITA STEEL CITY DIALYSIS",JEFFERSON,Profit,DAVITA,10,100,38,24,39,329,41,344,28,30,93,41,41,350,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12647,"DAVITA CROWN DIALYSIS",JEFFERSON,Profit,DAVITA,14,100,45,31,48,446,50,464,34,32,117,49,49,470,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12648,"FRESENIUS KIDNEY CARE GADSDEN ACQ, LLC",ETOWAH,Profit,"FRESENIUS MEDICAL CARE",22,97,88,87,116,1096,124,1137,96,141,408,99,99,873,0,0,"As Expected","Worse than Expected","As Expected","Worse than Expected","As Expected","As Expected","As Expected"
12649,"FRESENIUS KIDNEY CARE UNION SPRINGS, LLC",BULLOCK,Profit,"FRESENIUS MEDICAL CARE",9,97,41,45,60,541,63,530,51,47,181,46,46,381,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12650,"DAVITA LIMESTONE COUNTY DIALYSIS",LIMESTONE,Profit,DAVITA,10,97,42,35,48,396,49,390,39,40,137,46,46,370,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12651,"FMC FORESTDALE",JEFFERSON,Profit,"FRESENIUS MEDICAL CARE",14,93,65,45,67,672,70,681,49,75,190,70,70,685,0,0,"As Expected","Worse than Expected","Worse than Expected","As Expected","As Expected","As Expected","As Expected"
12652,"DAVITA LEEDS DIALYSIS",JEFFERSON,Profit,DAVITA,10,98,32,23,32,290,34,299,25,22,115,34,34,302,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Worse than Expected","As Expected"
12653,"FRESENIUS KIDNEY CARE PHENIX CITY, LLC",LEE,Profit,INDEPENDENT,10,95,41,44,61,525,62,554,52,51,207,45,45,361,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12654,"BIO-MEDICAL APPLICATIONS OF ALABAMA",MONTGOMERY,Profit,"FRESENIUS MEDICAL CARE",25,97,107,75,110,1049,115,1062,84,81,335,116,116,1089,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12655,"DAVITA ANDALUSIA DIALYSIS",COVINGTON,Profit,"RTC-SOUTHEAST, LP",10,99,18,15,22,198,22,202,18,24,69,21,21,181,0,0,"As Expected","Not Available","As Expected","As Expected","As Expected","As Expected","As Expected"
12656,"DCI MITYLENE PARK",MONTGOMERY,Non-Profit,"DIALYSIS CLINIC, INC.",17,97,55,43,66,631,67,639,48,47,192,66,66,641,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","Better than Expected","As Expected"
12657,"FRESENIUS MEDICAL CARE BIRMINGHAM HOME, LLC",JEFFERSON,Profit,"FRESENIUS MEDICAL CARE",17,0,2,158,251,1941,282,2097,173,155,613,20,20,173,0,0,"As Expected","Worse than Expected","As Expected","Not Available","Worse than Expected","As Expected","As Expected"
12658,"DAVITA SPRINGVILLE DIALYSIS","SAINT CLAIR",Profit,DAVITA,10,100,15,9,15,137,16,147,9,2,58,16,16,148,0,0,"Worse than Expected","Not Available","As Expected","As Expected","Not Available","Worse than Expected","Not Available"
12659,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.",JEFFERSON,Profit,"FRESENIUS MEDICAL CARE",13,96,54,36,56,552,61,559,42,55,194,61,61,567,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12660,"FRESENIUS KIDNEY CARE ATTALLA, LLC",ETOWAH,Profit,"FRESENIUS MEDICAL CARE",10,99,35,34,41,406,49,435,38,43,176,48,48,430,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12661,"DAVITA HOKES BLUFF DIALYSIS",ETOWAH,Profit,DAVITA,10,98,25,23,25,203,29,222,24,34,100,30,30,223,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12662,"FRESENIUS MEDICAL CARE",MONTGOMERY,Profit,"FRESENIUS MEDICAL CARE",8,0,1,34,53,370,53,402,39,28,108,10,10,50,0,0,"As Expected","As Expected","Not Available","Not Available","As Expected","As Expected","As Expected"
12663,"DAVITA PERRY COUNTY DIALYSIS",PERRY,Profit,DAVITA,10,99,37,27,37,330,38,344,32,31,136,38,38,342,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12664,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.",MOBILE,Profit,"FRESENIUS MEDICAL CARE",27,96,79,51,79,711,83,736,60,50,233,81,81,745,1,2,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12665,"DAVITA BREWTON DIALYSIS",ESCAMBIA,Profit,DAVITA,10,99,26,21,33,275,37,281,26,20,119,30,30,221,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12666,"DAVITA ANNISTON DIALYSIS",CALHOUN,Profit,DAVITA,10,96,22,14,22,169,23,171,17,33,70,24,24,186,0,0,"Worse than Expected","Not Available","As Expected","As Expected","As Expected","As Expected","As Expected"
12667,"BIO MEDICAL APPLICATIONS OF ALABAMA, INC.",BALDWIN,Profit,"FRESENIUS MEDICAL CARE",5,0,1,13,32,250,32,254,15,4,72,12,12,94,0,0,"As Expected","Not Available","As Expected","Not Available","Not Available","As Expected","As Expected"
12668,"DAVITA HENRY COUNTY DIALYSIS",HENRY,Profit,DAVITA,10,100,24,17,24,171,23,163,21,24,90,23,23,168,0,0,"As Expected","Not Available","As Expected","As Expected","As Expected","As Expected","As Expected"
12669,"DAVITA MONARCH DIALYSIS",MONTGOMERY,Profit,DAVITA,22,96,114,81,115,1038,115,1015,90,159,339,120,120,1063,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","Worse than Expected"
12670,"DAVITA RED MOUNTAIN HT AT HOME",JEFFERSON,Profit,DAVITA,10,0,7,103,172,1552,182,1625,114,93,501,16,16,143,0,0,"As Expected","As Expected","As Expected","Not Available","As Expected","As Expected","As Expected"
12671,"FRESENIUS MEDICAL CARE HUNTSVILLE HOME, LLC",MADISON,Profit,"FRESENIUS MEDICAL CARE",0,0,5,95,142,1114,151,1171,110,87,434,29,29,203,0,0,"As Expected","Worse than Expected","As Expected","Not Available","As Expected","As Expected","As Expected"
12672,"FRESENIUS MEDICAL CARE WEST MADISON, LLC",LIMESTONE,Profit,"FRESENIUS MEDICAL CARE",21,95,68,49,72,642,77,656,58,62,214,76,76,664,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
12673,"DAVITA HOME OPTIONS OF DOTHAN (PD)",HOUSTON,Profit,DAVITA,3,0,0,41,62,450,62,477,47,33,153,4,4,32,0,0,"As Expected","As Expected","Not Available","Not Available","As Expected","As Expected","As Expected"
12674,"BIO MEDICAL APPLICATIONS OF ALABAMA, INC",PIKE,Profit,"FRESENIUS MEDICAL CARE",15,98,34,30,43,356,44,358,35,22,130,42,42,347,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12676,"DAVITA GREYSTONE DIALYSIS",SHELBY,Profit,DAVITA,11,100,45,30,46,401,47,410,36,44,145,48,48,427,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12677,"DIALYSIS CLINIC, INC",GENEVA,Non-Profit,"DIALYSIS CLINIC, INC.",10,100,24,16,25,209,26,228,18,8,76,25,25,227,0,0,"As Expected","As Expected","As Expected","As Expected","Not Available","As Expected","As Expected"
12678,"FRESENIUS MEDICAL CARE MCCALLA, LLC",JEFFERSON,Non-Profit,"FRESENIUS MEDICAL CARE",13,92,53,36,55,474,58,482,43,49,141,58,58,496,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12679,"DAVITA WHITE BLUFF DIALYSIS",MARENGO,Profit,DAVITA,10,99,46,36,48,471,52,483,42,22,144,52,52,495,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12680,"BIO-MEDICAL APPLICATIONS OF ALABAMA",ELMORE,Profit,"FRESENIUS MEDICAL CARE",10,97,53,38,54,498,56,527,41,53,151,55,55,521,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12681,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC",MADISON,Profit,"FRESENIUS MEDICAL CARE",21,95,71,48,76,684,80,690,64,78,221,79,79,685,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12682,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.",CALHOUN,Profit,"FRESENIUS MEDICAL CARE",10,95,34,19,35,250,38,270,24,21,84,39,39,269,0,0,"As Expected","As Expected","Worse than Expected","As Expected","As Expected","As Expected","As Expected"
12684,"FRESENIUS MEDICAL CARE ALBERTVILLE, LLC",MARSHALL,Profit,"FRESENIUS MEDICAL CARE",20,98,38,34,53,472,60,508,39,42,133,44,44,375,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12685,"DAVITA MODEL CITY HT AT HOME DIALYSIS",CALHOUN,Profit,DAVITA,3,0,0,5,10,92,11,96,7,2,30,0,0,0,0,0,"Not Available","Not Available","Not Available","Not Available","Not Available","As Expected","Not Available"
12686,"FRESENIUS MEDICAL CARE ANNISTON HOME, LLC",CALHOUN,Profit,"FRESENIUS MEDICAL CARE",4,0,2,56,60,484,66,517,57,33,137,11,11,98,0,0,"As Expected","As Expected","As Expected","Not Available","As Expected","As Expected","As Expected"
12687,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC",JEFFERSON,Profit,"FRESENIUS MEDICAL CARE",10,99,27,18,29,283,31,292,21,20,87,31,31,291,0,0,"As Expected","Not Available","As Expected","As Expected","As Expected","As Expected","As Expected"
12688,"FRESENIUS MEDICAL CARE TRUSSVILLE, LLC",JEFFERSON,Profit,"FRESENIUS MEDICAL CARE",20,96,35,20,38,334,42,348,23,20,70,43,43,361,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12692,"BIO MEDICAL APPLICATIONS OF ALABAMA INC",MORGAN,Profit,"FRESENIUS MEDICAL CARE",20,99,46,33,47,382,48,405,39,56,113,49,49,400,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12693,"DAVITA SPRINGS DIALYSIS",JEFFERSON,Profit,DAVITA,16,98,59,49,68,611,76,650,54,44,110,64,64,520,0,0,"As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected"
12694,"DAVITA COLONEL DIALYSIS",CULLMAN,Profit,DAVITA,10,98,21,15,21,170,23,178,17,23,40,23,23,179,0,0,"As Expected","Not Available","As Expected","As Expected","As Expected","As Expected","As Expected"
12695,"BIO MEDICAL APPLICATIONS OF ALABAMA",MADISON,Profit,"FRESENIUS MEDICAL CARE",16,97,35,27,35,246,37,265,34,37,87,38,38,271,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12696,"BIO-MEDICAL APPLICATIONS OF ALABAMA",MOBILE,Profit,"FRESENIUS MEDICAL CARE",17,99,52,43,55,549,57,554,51,70,111,58,58,558,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12697,"DAVITA BARBOUR COUNTY DIALYSIS",BARBOUR,Profit,DAVITA,8,100,15,13,20,191,20,193,13,10,29,16,16,165,0,0,"As Expected","Not Available","As Expected","As Expected","Not Available","As Expected","As Expected"
12698,"PHYSICIANS CHOICE DIALYSIS OF LUVERNE",UNKNOWN,Profit,"PHYSICIANS CHOICE DIALYSIS",10,99,18,17,27,230,30,248,19,13,31,19,19,176,0,0,"As Expected","Not Available","As Expected","Not Available","As Expected","As Expected","As Expected"
12699,"DIALYSIS SERVICES OF DECATUR, LLC",UNKNOWN,Non-Profit,"DIALYSIS CLINIC, INC.",21,98,61,52,64,501,71,551,61,82,98,69,69,543,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12700,"DAVITA CRIMSON DIALYSIS",UNKNOWN,Profit,DAVITA,10,99,45,34,46,386,50,414,40,41,56,53,53,417,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12701,"DAVITA MAJESTIC DIALYSIS",UNKNOWN,Profit,DAVITA,12,98,63,43,64,573,64,592,48,36,84,63,63,587,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12702,"CHEROKEE COMMUNITY DIALYSIS, LLC",UNKNOWN,Profit,INDEPENDENT,9,99,42,36,51,435,54,470,45,63,72,43,43,390,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected"
12703,"DIALYSIS CLINIC, INC.",UNKNOWN,Non-Profit,"DIALYSIS CLINIC, INC.",10,100,30,23,32,215,32,233,26,21,33,32,32,233,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
12704,"PRATTVILLE COMMUNITY DIALYSIS LLC",UNKNOWN,Profit,"PRATTVILLE COMMUNITY DIALYSIS",9,0,7,7,11,60,13,80,7,16,7,11,11,64,0,0,"Worse than Expected","Not Available","As Expected","Not Available","As Expected","Not Available","Not Available"
12705,"FRESENIUS MEDICAL CARE COOSA RIVER, LLC",UNKNOWN,Profit,"FRESENIUS MEDICAL CARE",10,100,11,7,11,49,12,51,8,5,8,12,12,51,0,0,"Not Available","Not Available","As Expected","Not Available","Not Available","Not Available","Not Available"
12706,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.",UNKNOWN,Profit,"FRESENIUS MEDICAL CARE",10,0,10,3,10,34,12,36,7,9,7,11,11,35,0,0,"Not Available","Not Available","As Expected","Not Available","Not Available","Not Available","Not Available"
12707,"SAPPHIRE COMMUNITY DIALYSIS, LLC",UNKNOWN,Profit,"PHYSICIANS CHOICE",9,80,17,11,19,76,22,73,13,12,13,25,25,96,0,0,"As Expected","Not Available","As Expected","Not Available","As Expected","Not Available","Not Available"
12708,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.",UNKNOWN,Profit,"FRESENIUS MEDICAL CARE",10,0,3,2,3,8,3,8,2,2,2,3,3,8,0,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
12709,"PHYSICIANS CHOICE DIALYSIS OF MONTGOMERY LLC",UNKNOWN,Profit,"PHYSICIANS CHOICE DIALYSIS",10,100,12,6,13,20,16,26,7,2,7,16,16,26,0,0,"As Expected","Not Available","As Expected","Not Available","Not Available","Not Available","Not Available"
12710,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.",UNKNOWN,Profit,"FRESENIUS MEDICAL CARE",1,0,7,5,7,12,6,6,5,2,5,7,7,12,0,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
22500,"FMC ANCHORAGE",ANCHORAGE,Profit,"FRESENIUS MEDICAL CARE",35,96,103,99,130,1230,131,1217,114,106,474,116,116,1099,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
22502,"FMC FAIRBANKS","FAIRBANKS NORTH STAR",Profit,"FRESENIUS MEDICAL CARE",17,96,64,44,65,595,65,626,54,24,192,63,63,612,0,0,"As Expected","Worse than Expected","As Expected","Better than Expected","As Expected","As Expected","Better than Expected"
22503,"FMC WASILLA",UNKNOWN,Profit,"FRESENIUS MEDICAL CARE",12,98,58,38,72,489,73,497,52,41,192,64,64,499,1,7,"As Expected","As Expected","As Expected","Better than Expected","Better than Expected","As Expected","As Expected"
22504,"REIFENSTEIN DIALYSIS CENTER",JUNEAU,Profit,"FRESENIUS MEDICAL CARE",9,99,23,18,27,230,28,241,22,14,90,26,26,235,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
22506,"LIBERTY DIALYSIS - ALASKA LLC",ANCHORAGE,Profit,"US RENAL CARE, INC.",18,97,127,159,202,1907,207,1892,179,130,650,142,142,1249,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","Better than Expected","Better than Expected"
22507,"FMC COOK INLET",ANCHORAGE,Profit,"FRESENIUS MEDICAL CARE",12,97,34,37,59,410,60,429,43,19,118,37,37,270,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
22508,"FMC SOLDOTNA","KENAI PENINSULA",Profit,"FRESENIUS MEDICAL CARE",12,99,28,19,28,217,31,234,26,13,112,32,32,235,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
22509,"DENALI DIALYSIS CENTER",ANCHORAGE,Profit,"US RENAL CARE, INC.",24,97,117,129,165,1493,173,1530,140,116,476,128,128,1151,0,0,"As Expected","As Expected","As Expected","Worse than Expected","As Expected","Better than Expected","As Expected"
22510,"TUDOR DIALYSIS",ANCHORAGE,Profit,"FRESENIUS MEDICAL CARE",7,97,32,24,34,264,41,284,26,19,74,41,41,286,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected"
32302,"032302 MARICOPA MEDICAL CTR - DIALYSIS",PINAL,Non-Profit,INDEPENDENT,11,96,23,15,28,224,29,228,15,8,54,32,32,235,0,0,"As Expected","Not Available","As Expected","As Expected","Not Available","As Expected","As Expected"
32314,"032314 PHOENIX CHILDRENS HOSPITAL- DIALYSIS CENTER",MARICOPA,Non-Profit,INDEPENDENT,6,0,0,2,3,32,4,37,16,15,68,1,1,3,21,146,"As Expected","Not Available","Not Available","As Expected","As Expected","Not Available","As Expected"
32315,"032315 GILA RIVER DIALYSIS EAST",PINAL,Non-Profit,INDEPENDENT,40,91,158,121,163,1523,164,1530,128,125,507,165,165,1579,0,0,"As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected","As Expected"
32316,"032316 BANNER UNIVERSITY MEDICAL CENTER PEDIATRIC OUTPATIENT DIALYSIS UNIT",PIMA,Non-Profit,INDEPENDENT,4,0,0,0,1,3,1,5,1,2,11,1,1,5,7,40,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
32500,"DAVITA TUCSON WEST DIALYSIS",PIMA,Profit,DAVITA,35,100,87,73,124,1094,127,1133,84,109,372,91,91,827,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Worse than Expected","As Expected"
