Provider Number,Facility Name,County,Profit or Non-Profit,Chain Organization,# of Dialysis Stations,Percent of Adult HD patients with Kt/V >= 1.2,Number of adult HD patients with KT/V data,Mortality Rate (Facility),Number of patients included in the transfusion summary,Number of patients in hypercalcemia summary,Number of patient-months in hypercalcemia summary,Number of patients in Serum phosphorus summary,Number of patient-months in Serum phosphorus summary ,Number of patients included in hospitalization summary,No. of hospitalization with hospital readmission summary,Number of Patients included in survival summary,Number of Patients included in fistula summary,Number of patients in long term catheter summary,Number of patient months in long term catheter summary,Number of patients in nPCR summary,Number of patient-months in nPCR summary,PPPW category text,Patient Transfusion category text,Fistula Category Text,Patient Infection category text,Patient Hospital Readmission Category,Patient Survival Category Text,Patient hospitalization category text
12680,BIO-MEDICAL APPLICATIONS OF ALABAMA,ELMORE,Profit,FRESENIUS MEDICAL CARE,10,97,53,18.4,38,54,498,56,527,41,53,151,55,55,521,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
12681,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC",MADISON,Profit,FRESENIUS MEDICAL CARE,21,95,71,23.7,48,76,684,80,690,64,78,221,79,79,685,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
12682,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.",CALHOUN,Profit,FRESENIUS MEDICAL CARE,10,95,34,34.7,19,35,250,38,270,24,21,84,39,39,269,0,0,As Expected,As Expected,Worse than Expected,As Expected,As Expected,As Expected,As Expected
12684,"FRESENIUS MEDICAL CARE ALBERTVILLE, LLC",MARSHALL,Profit,FRESENIUS MEDICAL CARE,20,98,38,26.0,34,53,472,60,508,39,42,133,44,44,375,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
12685,DAVITA MODEL CITY HT AT HOME DIALYSIS,CALHOUN,Profit,DAVITA,3,0,0,20.5,5,10,92,11,96,7,2,30,0,0,0,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,As Expected,Not Available
12686,"FRESENIUS MEDICAL CARE ANNISTON HOME, LLC",CALHOUN,Profit,FRESENIUS MEDICAL CARE,4,0,2,11.1,56,60,484,66,517,57,33,137,11,11,98,0,0,As Expected,As Expected,As Expected,Not Available,As Expected,As Expected,As Expected
12687,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC",JEFFERSON,Profit,FRESENIUS MEDICAL CARE,10,99,27,23.1,18,29,283,31,292,21,20,87,31,31,291,0,0,As Expected,Not Available,As Expected,As Expected,As Expected,As Expected,As Expected
12688,"FRESENIUS MEDICAL CARE TRUSSVILLE, LLC",JEFFERSON,Profit,FRESENIUS MEDICAL CARE,20,96,35,21.2,20,38,334,42,348,23,20,70,43,43,361,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
12692,BIO MEDICAL APPLICATIONS OF ALABAMA INC,MORGAN,Profit,FRESENIUS MEDICAL CARE,20,99,46,28.4,33,47,382,48,405,39,56,113,49,49,400,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
12666,DAVITA ANNISTON DIALYSIS,CALHOUN,Profit,DAVITA,10,96,22,18.0,14,22,169,23,171,17,33,70,24,24,186,0,0,Worse than Expected,Not Available,As Expected,As Expected,As Expected,As Expected,As Expected
12667,"BIO MEDICAL APPLICATIONS OF ALABAMA, INC.",BALDWIN,Profit,FRESENIUS MEDICAL CARE,5,0,1,27.5,13,32,250,32,254,15,4,72,12,12,94,0,0,As Expected,Not Available,As Expected,Not Available,Not Available,As Expected,As Expected
12668,DAVITA HENRY COUNTY DIALYSIS,HENRY,Profit,DAVITA,10,100,24,22.5,17,24,171,23,163,21,24,90,23,23,168,0,0,As Expected,Not Available,As Expected,As Expected,As Expected,As Expected,As Expected
12669,DAVITA MONARCH DIALYSIS,MONTGOMERY,Profit,DAVITA,22,96,114,21.9,81,115,1038,115,1015,90,159,339,120,120,1063,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,Worse than Expected
12670,DAVITA RED MOUNTAIN HT AT HOME,JEFFERSON,Profit,DAVITA,10,0,7,27.2,103,172,1552,182,1625,114,93,501,16,16,143,0,0,As Expected,As Expected,As Expected,Not Available,As Expected,As Expected,As Expected
12665,DAVITA BREWTON DIALYSIS,ESCAMBIA,Profit,DAVITA,10,99,26,35.5,21,33,275,37,281,26,20,119,30,30,221,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
12672,"FRESENIUS MEDICAL CARE WEST MADISON, LLC",LIMESTONE,Profit,FRESENIUS MEDICAL CARE,21,95,68,16.3,49,72,642,77,656,58,62,214,76,76,664,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
12673,DAVITA HOME OPTIONS OF DOTHAN (PD),HOUSTON,Profit,DAVITA,3,0,0,27.4,41,62,450,62,477,47,33,153,4,4,32,0,0,As Expected,As Expected,Not Available,Not Available,As Expected,As Expected,As Expected
12674,"BIO MEDICAL APPLICATIONS OF ALABAMA, INC",PIKE,Profit,FRESENIUS MEDICAL CARE,15,98,34,12.9,30,43,356,44,358,35,22,130,42,42,347,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
12676,DAVITA GREYSTONE DIALYSIS,SHELBY,Profit,DAVITA,11,100,45,23.6,30,46,401,47,410,36,44,145,48,48,427,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
12606,FMC CHASE,MADISON,Profit,FRESENIUS MEDICAL CARE,25,95,107,18.1,79,112,1077,116,1090,101,128,419,118,118,1081,0,0,As Expected,Worse than Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
12607,ROANOKE DIALYSIS CLINIC,RANDOLPH,Profit,FRESENIUS MEDICAL CARE,13,99,46,22.3,39,48,435,51,449,39,28,161,51,51,451,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
12608,RCG ONEONTA,BLOUNT,Profit,FRESENIUS MEDICAL CARE,12,99,40,23.8,29,46,411,53,444,33,40,136,52,52,446,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
12609,DAVITA EUFAULA DIALYSIS,BARBOUR,Profit,DAVITA,12,99,43,19.4,34,46,419,47,436,41,27,197,48,48,440,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
12610,FMC MAGNOLIA,MOBILE,Profit,FRESENIUS MEDICAL CARE,20,99,79,18.5,56,84,773,92,806,66,86,292,92,92,805,1,9,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
12611,FMC DALLAS COUNTY,DALLAS,Profit,FRESENIUS MEDICAL CARE,21,96,67,16.0,57,71,761,74,760,66,95,250,75,75,763,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
12612,FMC GARDENDALE,JEFFERSON,Profit,FRESENIUS MEDICAL CARE,23,93,78,26.7,53,81,678,89,704,62,67,237,89,89,718,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
12613,FMC DISCOVERY,MADISON,Profit,FRESENIUS MEDICAL CARE,20,97,64,24.5,50,66,581,66,574,60,57,281,68,68,597,0,0,As Expected,Worse than Expected,As Expected,As Expected,As Expected,As Expected,As Expected
12614,FMC VALLEY CREEK,DALLAS,Profit,FRESENIUS MEDICAL CARE,22,98,86,18.0,71,92,911,95,916,78,99,274,92,92,886,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
12615,FMC AUBURN,LEE,Profit,FRESENIUS MEDICAL CARE,20,97,98,15.2,75,104,991,109,1040,81,63,304,109,109,1036,0,0,As Expected,Worse than Expected,Better than Expected,As Expected,Better than Expected,Better than Expected,As Expected
12616,LANDMARK DIALYSIS,TALLADEGA,Non-Profit,FRESENIUS MEDICAL CARE,30,98,67,33.9,48,72,565,80,628,55,62,230,79,79,613,0,0,As Expected,Worse than Expected,As Expected,As Expected,As Expected,Worse than Expected,As Expected
12617,FMC ALEXANDER CITY,TALLAPOOSA,Profit,FRESENIUS MEDICAL CARE,23,97,93,22.6,78,103,944,105,995,93,63,331,96,96,893,0,0,As Expected,Worse than Expected,As Expected,As Expected,As Expected,As Expected,As Expected
12618,RRC NORTHRIDGE,TUSCALOOSA,Profit,INDEPENDENT,24,95,72,33.3,103,134,1227,141,1254,113,124,435,81,81,776,0,0,As Expected,As Expected,Worse than Expected,Better than Expected,As Expected,Worse than Expected,As Expected
12619,GBR LLC,TUSCALOOSA,Profit,INDEPENDENT,0,0,0,29.3,45,60,572,64,594,45,37,212,0,0,0,0,0,As Expected,As Expected,Not Available,Not Available,As Expected,As Expected,As Expected
12620,HOME DIALYSIS OF NORTH ALABAMA,MORGAN,Profit,INDEPENDENT,1,0,0,24.3,34,45,326,47,347,38,29,156,0,0,0,0,0,As Expected,Worse than Expected,Not Available,Not Available,Worse than Expected,As Expected,As Expected
12621,RAI-SNOW ST-OXFORD,CALHOUN,Profit,FRESENIUS MEDICAL CARE,25,98,68,33.8,51,70,607,70,606,66,86,361,73,73,637,0,0,As Expected,Worse than Expected,As Expected,As Expected,As Expected,Worse than Expected,As Expected
22510,TUDOR DIALYSIS,ANCHORAGE,Profit,FRESENIUS MEDICAL CARE,7,97,32,7.3,24,34,264,41,284,26,19,74,41,41,286,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,Better than Expected,As Expected
32302,032302 MARICOPA MEDICAL CTR - DIALYSIS,PINAL,Non-Profit,INDEPENDENT,11,96,23,27.2,15,28,224,29,228,15,8,54,32,32,235,0,0,As Expected,Not Available,As Expected,As Expected,Not Available,As Expected,As Expected
32314,032314 PHOENIX CHILDRENS HOSPITAL- DIALYSIS CENTER,MARICOPA,Non-Profit,INDEPENDENT,6,0,0,0,2,3,32,4,37,16,15,68,1,1,3,21,146,As Expected,Not Available,Not Available,As Expected,As Expected,Not Available,As Expected
32315,032315 GILA RIVER DIALYSIS EAST,PINAL,Non-Profit,INDEPENDENT,40,91,158,17.9,121,163,1523,164,1530,128,125,507,165,165,1579,0,0,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected,As Expected
32316,032316 BANNER UNIVERSITY MEDICAL CENTER PEDIATRIC OUTPATIENT DIALYSIS UNIT,PIMA,Non-Profit,INDEPENDENT,4,0,0,0,0,1,3,1,5,1,2,11,1,1,5,7,40,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
32500,DAVITA TUCSON WEST DIALYSIS,PIMA,Profit,DAVITA,35,100,87,31.1,73,124,1094,127,1133,84,109,372,91,91,827,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,Worse than Expected,As Expected
32501,DAVITA TUCSON EAST DIALYSIS,PIMA,Profit,DAVITA,27,97,156,31.1,124,209,1811,212,1825,141,175,646,179,179,1544,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,Worse than Expected,As Expected
32502,DAVITA YUMA DIALYSIS,YUMA,Profit,DAVITA,30,100,208,25.5,224,289,2700,305,2843,237,136,887,230,230,2141,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,Better than Expected
32503,032503 PHOENIX ARTIFICIAL KIDNEY CENTER (FMC),MARICOPA,Profit,FRESENIUS MEDICAL CARE,21,99,95,31.4,57,103,867,107,915,69,69,265,108,108,923,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,Worse than Expected,As Expected
32506,DAVITA TUBA CITY DIALYSIS,COCONINO,Profit,DAVITA,26,99,107,12.3,120,138,1362,140,1336,126,112,496,112,112,1058,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,Better than Expected,As Expected
32508,032508 SOUTH PHOENIX DIALYSIS SERVICES (FMC),MARICOPA,Profit,FRESENIUS MEDICAL CARE,18,98,96,32.3,58,105,895,107,905,67,75,296,112,112,940,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,Worse than Expected,As Expected
32509,032509 EAST VALLEY DIALYSIS (FMC),MARICOPA,Profit,FRESENIUS MEDICAL CARE,36,93,204,32.0,133,212,1497,223,1600,168,195,632,222,222,1585,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,Worse than Expected,As Expected
32513,DAVITA SELLS DIALYSIS,PIMA,Profit,DAVITA,20,98,131,11.3,89,137,1436,135,1361,96,77,359,138,138,1451,0,0,Worse than Expected,As Expected,As Expected,As Expected,As Expected,Better than Expected,As Expected
32514,032514 DESERT DIALYSIS CENTER (DCI),PIMA,Non-Profit,"DIALYSIS CLINIC, INC.",19,90,51,24.6,46,89,728,94,727,60,74,253,61,61,507,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
32516,032516 CHANDLER DIALYSIS (FMC),MARICOPA,Profit,RENAL CARE GROUP INC.,24,97,121,25.3,72,129,1056,143,1102,98,109,373,143,143,1115,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
32517,032517 CENTRAL PHX DIALYSIS (FMC),MARICOPA,Profit,FRESENIUS MEDICAL CARE,16,98,89,33.8,49,92,803,94,808,55,69,246,96,96,819,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,Worse than Expected,As Expected
12671,"FRESENIUS MEDICAL CARE HUNTSVILLE HOME, LLC",MADISON,Profit,FRESENIUS MEDICAL CARE,0,0,5,20.5,95,142,1114,151,1171,110,87,434,29,29,203,0,0,As Expected,Worse than Expected,As Expected,Not Available,As Expected,As Expected,As Expected
12641,DCI EVERGREEN,CONECUH,Non-Profit,"DIALYSIS CLINIC, INC.",10,97,21,32.5,15,21,211,21,211,19,21,103,21,21,213,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
12642,DAVITA ENTERPRISE DIALYSIS,COFFEE,Profit,DAVITA,16,99,49,26.2,36,49,397,48,406,39,30,167,50,50,413,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
12643,ENDEAVOR DIALYSIS,MADISON,Profit,FRESENIUS MEDICAL CARE,15,99,71,25.8,53,77,753,76,769,57,55,265,77,77,779,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
12644,DAVITA JEWEL DIALYSIS,JEFFERSON,Profit,DAVITA,10,99,40,22.5,27,41,414,41,414,31,18,127,41,41,415,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
12645,"RENAL TREATMENT CENTERS- SOUTHEAST, LP",JEFFERSON,Profit,DAVITA,18,99,85,27.5,62,87,879,89,885,65,46,262,90,90,888,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
12646,DAVITA STEEL CITY DIALYSIS,JEFFERSON,Profit,DAVITA,10,100,38,17.9,24,39,329,41,344,28,30,93,41,41,350,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
12647,DAVITA CROWN DIALYSIS,JEFFERSON,Profit,DAVITA,14,100,45,14.8,31,48,446,50,464,34,32,117,49,49,470,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
12648,"FRESENIUS KIDNEY CARE GADSDEN ACQ, LLC",ETOWAH,Profit,FRESENIUS MEDICAL CARE,22,97,88,22.6,87,116,1096,124,1137,96,141,408,99,99,873,0,0,As Expected,Worse than Expected,As Expected,Worse than Expected,As Expected,As Expected,As Expected
12649,"FRESENIUS KIDNEY CARE UNION SPRINGS, LLC",BULLOCK,Profit,FRESENIUS MEDICAL CARE,9,97,41,20.0,45,60,541,63,530,51,47,181,46,46,381,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
12650,DAVITA LIMESTONE COUNTY DIALYSIS,LIMESTONE,Profit,DAVITA,10,97,42,26.8,35,48,396,49,390,39,40,137,46,46,370,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
12651,FMC FORESTDALE,JEFFERSON,Profit,FRESENIUS MEDICAL CARE,14,93,65,17.0,45,67,672,70,681,49,75,190,70,70,685,0,0,As Expected,Worse than Expected,Worse than Expected,As Expected,As Expected,As Expected,As Expected
12652,DAVITA LEEDS DIALYSIS,JEFFERSON,Profit,DAVITA,10,98,32,40.5,23,32,290,34,299,25,22,115,34,34,302,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,Worse than Expected,As Expected
12653,"FRESENIUS KIDNEY CARE PHENIX CITY, LLC",LEE,Profit,INDEPENDENT,10,95,41,26.3,44,61,525,62,554,52,51,207,45,45,361,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
12654,BIO-MEDICAL APPLICATIONS OF ALABAMA,MONTGOMERY,Profit,FRESENIUS MEDICAL CARE,25,97,107,21.4,75,110,1049,115,1062,84,81,335,116,116,1089,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
12655,DAVITA ANDALUSIA DIALYSIS,COVINGTON,Profit,"RTC-SOUTHEAST, LP",10,99,18,21.9,15,22,198,22,202,18,24,69,21,21,181,0,0,As Expected,Not Available,As Expected,As Expected,As Expected,As Expected,As Expected
12656,DCI MITYLENE PARK,MONTGOMERY,Non-Profit,"DIALYSIS CLINIC, INC.",17,97,55,14.2,43,66,631,67,639,48,47,192,66,66,641,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,Better than Expected,As Expected
12657,"FRESENIUS MEDICAL CARE BIRMINGHAM HOME, LLC",JEFFERSON,Profit,FRESENIUS MEDICAL CARE,17,0,2,22.1,158,251,1941,282,2097,173,155,613,20,20,173,0,0,As Expected,Worse than Expected,As Expected,Not Available,Worse than Expected,As Expected,As Expected
12658,DAVITA SPRINGVILLE DIALYSIS,SAINT CLAIR,Profit,DAVITA,10,100,15,41.2,9,15,137,16,147,9,2,58,16,16,148,0,0,Worse than Expected,Not Available,As Expected,As Expected,Not Available,Worse than Expected,Not Available
22508,FMC SOLDOTNA,KENAI PENINSULA,Profit,FRESENIUS MEDICAL CARE,12,99,28,18.0,19,28,217,31,234,26,13,112,32,32,235,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
22509,DENALI DIALYSIS CENTER,ANCHORAGE,Profit,"US RENAL CARE, INC.",24,97,117,13.2,129,165,1493,173,1530,140,116,476,128,128,1151,0,0,As Expected,As Expected,As Expected,Worse than Expected,As Expected,Better than Expected,As Expected
12710,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.",UNKNOWN,Profit,FRESENIUS MEDICAL CARE,1,0,7,0,5,7,12,6,6,5,2,5,7,7,12,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
22500,FMC ANCHORAGE,ANCHORAGE,Profit,FRESENIUS MEDICAL CARE,35,96,103,18.4,99,130,1230,131,1217,114,106,474,116,116,1099,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
22502,FMC FAIRBANKS,FAIRBANKS NORTH STAR,Profit,FRESENIUS MEDICAL CARE,17,96,64,21.5,44,65,595,65,626,54,24,192,63,63,612,0,0,As Expected,Worse than Expected,As Expected,Better than Expected,As Expected,As Expected,Better than Expected
22503,FMC WASILLA,UNKNOWN,Profit,FRESENIUS MEDICAL CARE,12,98,58,24.4,38,72,489,73,497,52,41,192,64,64,499,1,7,As Expected,As Expected,As Expected,Better than Expected,Better than Expected,As Expected,As Expected
22504,REIFENSTEIN DIALYSIS CENTER,JUNEAU,Profit,FRESENIUS MEDICAL CARE,9,99,23,32.6,18,27,230,28,241,22,14,90,26,26,235,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
32547,032547 SUN CITY DIALYSIS (FMC),MARICOPA,Profit,FRESENIUS MEDICAL CARE,12,95,60,12.8,32,61,520,64,542,45,61,184,64,64,545,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,Better than Expected,As Expected
32549,032549 SAFFORD DIALYSIS (FMC),GRAHAM,Profit,RENAL CARE GROUP INC.,16,93,78,33.4,61,94,852,96,869,68,68,271,88,88,776,0,0,As Expected,As Expected,As Expected,Better than Expected,Better than Expected,Worse than Expected,As Expected
32550,032550 NORTH PHOENIX DIALYSIS (FMC),MARICOPA,Profit,FRESENIUS MEDICAL CARE,19,96,109,26.3,78,162,1352,166,1363,102,107,476,137,137,1183,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
32559,DAVITA KAYENTA DIALYSIS,NAVAJO,Profit,DAVITA,18,97,63,16.8,51,63,491,66,504,54,55,206,65,65,504,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
32561,032561 CASA GRANDE DIALYSIS (FMC),PINAL,Profit,RENAL CARE GROUP INC.,16,99,173,27.0,124,210,1756,212,1816,148,175,604,192,192,1652,0,0,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected,As Expected
32562,DAVITA COTTONWOOD DIALYSIS,YAVAPAI,Profit,DAVITA,10,97,71,26.2,42,73,612,78,618,48,54,178,77,77,654,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
32563,032563 SCOTTSDALE DIALYSIS (FMC),MARICOPA,Profit,FRESENIUS MEDICAL CARE,12,98,76,22.1,42,80,660,79,654,51,48,227,81,81,678,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
32564,032564 MARYVALE DIALYSIS (FMC),MARICOPA,Profit,FRESENIUS MEDICAL CARE,28,97,146,21.7,91,154,1466,158,1458,102,99,405,159,159,1480,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
32565,032565 DESERT DIALYSIS CENTER SOUTH TUCSON (DCI),PIMA,Non-Profit,"DIALYSIS CLINIC, INC.",25,93,67,24.5,46,73,686,77,703,52,42,211,77,77,709,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
32568,032568 RED MOUNTAIN DIALYSIS (FMC),MARICOPA,Profit,FRESENIUS MEDICAL CARE,13,95,83,32.0,59,89,698,92,756,64,86,249,91,91,760,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,Worse than Expected,Worse than Expected
32571,032571 NORTH SCOTTSDALE DIALYSIS (FMC),MARICOPA,Profit,FRESENIUS MEDICAL CARE,13,96,104,21.8,101,159,1246,161,1249,126,138,484,143,143,1098,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
32572,DAVITA DESERT DIALYSIS,MARICOPA,Profit,DAVITA,20,93,105,25.6,58,108,882,117,880,79,86,338,117,117,925,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
32573,DAVITA PASCUA YAQUI TRIBE DIALYSIS,PIMA,Profit,DAVITA,13,99,54,24.7,41,56,468,62,498,45,38,177,62,62,512,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
32575,032575 SHOW LOW DIALYSIS (FMC),NAVAJO,Profit,FRESENIUS MEDICAL CARE,12,99,99,22.7,75,117,1149,116,1146,96,74,402,101,101,1015,0,0,As Expected,As Expected,As Expected,Worse than Expected,Better than Expected,As Expected,As Expected
32577,032577 YAVAPAI DIALYSIS (FMC),YAVAPAI,Profit,FRESENIUS MEDICAL CARE,16,95,88,26.0,81,138,1138,143,1184,102,106,445,116,116,921,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
22506,LIBERTY DIALYSIS - ALASKA LLC,ANCHORAGE,Profit,"US RENAL CARE, INC.",18,97,127,14.6,159,202,1907,207,1892,179,130,650,142,142,1249,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,Better than Expected,Better than Expected
22507,FMC COOK INLET,ANCHORAGE,Profit,FRESENIUS MEDICAL CARE,12,97,34,21.5,37,59,410,60,429,43,19,118,37,37,270,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
32543,DAVITA NOGALES DIALYSIS,SANTA CRUZ,Profit,DAVITA,13,98,92,20.5,64,94,950,98,968,64,73,257,99,99,994,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
32544,032544 LAKE HAVASU DIALYSIS (FMC),MOHAVE,Profit,RENAL CARE GROUP INC.,12,99,115,19.0,98,138,908,145,944,121,81,377,128,128,827,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
